DRG Code,DRG Definition,HRR State,HHR Region,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Row,Column,Region,Divison,State
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,22,60664.18,9621.27,8402.36,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,El Paso,TX - El Paso,12,22422.92,8249.25,7206.58,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,55,22627.49,7493.15,6361.53,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,32,34882.94,6242.78,5087.59,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,17,35377.59,6059.65,4942.59,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,21,18586.0,8958.33,7474.24,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,40,15060.95,9232.6,8100.53,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,28,23631.57,6260.89,5280.32,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,13,39513.08,12296.0,11283.54,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,El Paso,TX - El Paso,55,29297.56,6923.95,5778.2,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,60,22590.5,7483.67,5847.72,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Lubbock,TX - Lubbock,33,28988.48,6285.85,5298.45,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,28,26487.0,7680.29,6566.29,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,16,16624.19,10971.0,9643.5,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,25,9824.16,6859.0,5911.96,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,48,10908.77,10059.73,9071.4,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,33,11850.18,8888.52,7981.48,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Lubbock,TX - Lubbock,29,35817.31,6429.9,5306.31,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,18,27325.33,6821.61,4592.33,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Lubbock,TX - Lubbock,16,14251.81,6548.88,5665.81,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,El Paso,TX - El Paso,41,25247.12,5782.44,4809.76,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,NM,Albuquerque,NM - Albuquerque,16,31266.63,5758.19,4587.94,5,4,West,Mountain,New Mexico
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,26,13366.92,5233.58,3839.04,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,145,31406.49,6910.44,5392.26,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,117,15242.13,9125.76,7212.32,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,White Plains,NY - White Plains,14,19537.36,10126.79,8846.36,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,23,11774.35,8236.57,7146.65,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Bronx,NY - Bronx,34,14887.41,17957.29,15966.35,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Binghamton,NY - Binghamton,57,10949.56,5576.26,4644.68,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,28,29073.93,8804.39,7021.93,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,36,28880.03,13282.58,10790.81,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,55,28831.55,8517.47,7515.8,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,105,32005.1,7833.8,6588.18,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,114,27401.03,12241.86,9346.33,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,27,28241.11,11516.96,9858.26,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,36,16976.17,5807.61,4904.94,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Binghamton,NY - Binghamton,18,22672.11,7363.89,6256.11,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,52,38215.77,8414.46,6989.62,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Elmira,NY - Elmira,113,20164.88,6174.63,5134.47,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,122,35442.81,7327.52,5871.22,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,60,36026.15,11789.53,9545.32,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,42,17044.43,6324.1,5075.29,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,32,27340.97,6705.69,5842.19,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,108,32076.35,10677.65,9046.75,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,21,45460.86,14726.29,11787.52,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,100,22315.2,6466.75,5218.53,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,27,16400.96,5926.93,4798.07,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Bronx,NY - Bronx,198,50912.54,14324.34,11738.24,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,White Plains,NY - White Plains,73,34651.74,7352.18,6411.9,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,34,16377.21,8550.68,7582.38,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,14,9792.14,6836.36,5763.21,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,26,11857.08,5171.31,3571.23,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,44,20101.48,8074.64,6667.36,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Bronx,NY - Bronx,15,24154.6,19326.73,17350.8,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,VT,Burlington,VT - Burlington,11,6242.73,6761.36,5631.91,2,12,Northeast,New England,Vermont
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Binghamton,NY - Binghamton,59,12855.03,5736.56,4850.05,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,26,38948.15,9299.35,7942.19,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Elmira,NY - Elmira,92,16235.37,6488.05,5080.66,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,60,14635.5,6331.88,5196.3,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,45,15597.67,6450.67,5505.51,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,322,48747.07,12784.99,9563.56,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,35,15826.6,5678.49,4513.86,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,27,9851.74,5693.63,4603.67,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NJ,Hackensack,NJ - Hackensack,87,40578.18,7673.16,6388.21,3,11,Northeast,Mid-Atlantic,New Jersey
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,128,54042.66,10148.08,7794.3,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,80,35783.95,8172.18,6699.3,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Elmira,NY - Elmira,15,13988.67,6406.33,5488.2,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,41,8463.17,6475.8,5737.9,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Syracuse,NY - Syracuse,27,18720.7,6706.52,5671.63,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,56,45765.61,9702.91,7947.8,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,35,16003.54,6800.86,5585.14,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,White Plains,NY - White Plains,120,41176.49,8503.14,7029.98,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Bronx,NY - Bronx,18,38850.67,18627.11,15136.0,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,35,30382.0,16047.71,14345.83,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,18,9229.28,4673.39,3598.22,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NJ,Morristown,NJ - Morristown,29,33094.34,8095.31,7230.9,3,11,Northeast,Mid-Atlantic,New Jersey
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,42,15554.43,8975.86,7889.98,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Syracuse,NY - Syracuse,210,17380.03,7012.37,5531.23,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,80,42961.13,7931.16,5613.69,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,23,17913.13,6969.43,6038.35,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,19,9278.37,7775.79,5865.68,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,81,19254.04,6637.4,5308.81,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Syracuse,NY - Syracuse,50,19815.5,9149.3,8126.22,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NJ,Ridgewood,NJ - Ridgewood,69,35073.91,7851.23,6634.43,3,11,Northeast,Mid-Atlantic,New Jersey
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,66,33964.48,10625.61,8273.77,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,White Plains,NY - White Plains,38,23867.16,7213.39,5561.29,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,52,16219.42,6921.31,5977.96,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,48,10907.02,7553.08,6055.71,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,105,51466.27,10599.01,7417.4,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,138,41044.58,11259.15,9116.56,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Syracuse,NY - Syracuse,79,8382.85,6177.82,5229.77,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,45,14686.64,5870.24,4430.42,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,58,30146.1,7586.78,5888.34,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,130,44340.46,7086.25,5731.48,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Bronx,NY - Bronx,19,20519.58,10033.47,7774.63,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,162,49321.97,7513.62,6455.59,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,26,8573.19,6914.62,5567.73,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,95,22859.55,5974.29,4841.65,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,57,22346.67,12388.44,9975.09,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,79,30810.94,12650.99,10296.28,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,56,48898.82,12418.91,10147.54,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,55,38712.44,11844.18,9949.4,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,VT,Burlington,VT - Burlington,41,10501.46,6507.46,5294.54,2,12,Northeast,New England,Vermont
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,143,37639.34,8249.4,6693.42,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,36,45001.61,10654.64,9067.17,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,12,42919.58,21595.17,16439.5,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Syracuse,NY - Syracuse,47,14692.23,8168.49,6332.96,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,23,38414.74,18374.04,15448.61,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NJ,Ridgewood,NJ - Ridgewood,28,35875.36,6712.64,5556.79,3,11,Northeast,Mid-Atlantic,New Jersey
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,White Plains,NY - White Plains,74,27259.95,9625.16,8352.96,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Syracuse,NY - Syracuse,18,8541.28,6621.56,5581.33,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,107,42700.55,10481.68,7802.75,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Syracuse,NY - Syracuse,36,20541.42,6069.22,5060.33,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Syracuse,NY - Syracuse,35,15808.57,6458.91,5532.97,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,18,15993.78,11870.33,8668.28,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,30,20614.1,12914.67,10979.63,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,85,31524.74,6527.86,5241.15,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,VT,Burlington,VT - Burlington,20,10307.0,7825.45,5504.7,2,12,Northeast,New England,Vermont
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,19,12598.37,7397.74,6219.68,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,14,13722.5,5999.43,5105.71,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,31,31669.48,15472.58,13326.0,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,39,28743.0,6193.0,5100.18,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,21,30357.38,13287.48,11082.86,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,White Plains,NY - White Plains,72,88778.82,15086.64,13172.75,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Syracuse,NY - Syracuse,63,13345.75,6912.32,5960.7,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,86,25519.26,11017.72,8948.69,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,38,10645.05,6430.03,5417.37,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,PA,Erie,PA - Erie,42,8765.05,6018.67,5008.1,3,10,Northeast,Mid-Atlantic,Pennsylvania
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Syracuse,NY - Syracuse,80,27667.23,9980.28,7898.74,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Elmira,NY - Elmira,75,21465.69,7165.03,5402.45,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,36,55871.42,8157.69,7103.75,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,VT,Burlington,VT - Burlington,117,24523.66,8125.65,7225.44,2,12,Northeast,New England,Vermont
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,66,45347.41,7867.2,6951.48,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,White Plains,NY - White Plains,45,39041.91,9145.8,8057.51,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,White Plains,NY - White Plains,77,35436.04,7565.79,6510.27,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,24,7095.33,6705.08,5660.58,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,White Plains,NY - White Plains,65,32545.14,7401.55,5958.74,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,24,12778.58,10576.04,8886.25,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,CT,New Haven,CT - New Haven,33,23173.0,6872.97,5538.55,4,11,Northeast,New England,Connecticut
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,35,27853.43,6472.03,5457.14,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,PA,Sayre,PA - Sayre,37,14660.27,5518.14,4604.92,3,10,Northeast,Mid-Atlantic,Pennsylvania
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Buffalo,NY - Buffalo,25,17277.32,6456.68,5349.2,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,52,14833.83,11059.96,8520.81,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,172,53069.2,8279.56,6911.48,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,White Plains,NY - White Plains,90,30238.49,7481.86,6065.2,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,55,45957.96,14965.04,11314.04,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Rochester,NY - Rochester,23,10159.74,5822.91,4795.43,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,72,32072.57,7926.53,6255.29,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,55,40543.71,7018.2,5761.27,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,27,24636.11,9499.41,7628.19,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,22,24943.77,14762.41,11264.5,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,101,43556.74,10048.04,8266.44,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,47,42645.04,8098.66,6996.23,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Albany,NY - Albany,24,23970.17,7803.33,6912.67,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,51,33937.88,10780.67,8370.59,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Binghamton,NY - Binghamton,59,17535.97,6749.68,5575.47,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,22,26640.09,13473.55,10666.23,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Manhattan,NY - Manhattan,17,31178.82,19721.41,17319.41,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,Bronx,NY - Bronx,25,28403.32,17829.56,15166.56,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NY,East Long Island,NY - East Long Island,59,46640.02,6596.63,5414.19,2,10,Northeast,Mid-Atlantic,New York
194,SIMPLE PNEUMONIA & PLEURISY W CC,NC,Charlotte,NC - Charlotte,113,21809.11,6800.65,5037.73,5,9,South,South Atlantic,North Carolina
194,SIMPLE PNEUMONIA & PLEURISY W CC,NC,Asheville,NC - Asheville,101,14604.99,6210.31,4849.3,5,9,South,South Atlantic,North Carolina
194,SIMPLE PNEUMONIA & PLEURISY W CC,NC,Winston-Salem,NC - Winston-Salem,29,12185.76,5857.83,4359.97,5,9,South,South Atlantic,North Carolina
194,SIMPLE PNEUMONIA & PLEURISY W CC,NC,Winston-Salem,NC - Winston-Salem,72,16702.31,6158.36,4420.11,5,9,South,South Atlantic,North Carolina
194,SIMPLE PNEUMONIA & PLEURISY W CC,NC,Durham,NC - Durham,27,20043.26,6737.44,5052.3,5,9,South,South Atlantic,North Carolina
194,SIMPLE PNEUMONIA & PLEURISY W CC,NC,Raleigh,NC - Raleigh,39,11609.69,6966.05,5242.33,5,9,South,South Atlantic,North Carolina
194,SIMPLE PNEUMONIA & PLEURISY W CC,NC,Charlotte,NC - Charlotte,41,19468.66,5704.15,4702.56,5,9,South,South Atlantic,North Carolina
194,SIMPLE PNEUMONIA & PLEURISY W CC,NC,Winston-Salem,NC - Winston-Salem,125,18876.09,6490.73,5067.18,5,9,South,South Atlantic,North Carolina
